vtkOriginalIndices,Structured Coordinates:0,Structured Coordinates:1,Structured Coordinates:2,Cell Type,EulerAngles:0,EulerAngles:1,EulerAngles:2,FeatureIds,GBEuclideanDistances,IPFColor:0,IPFColor:1,IPFColor:2,Phases,QPEuclideanDistances,TJEuclideanDistances,__vtkIsSelected__
427,7,20,0,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.71079,0
428,8,20,0,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.8448,0
429,9,20,0,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.02492,0
430,10,20,0,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.24529,0
431,11,20,0,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.5,0
432,12,20,0,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.78357,0
433,13,20,0,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.09117,0
434,14,20,0,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.41872,0
435,15,20,0,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.76281,0
436,16,20,0,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.12066,0
437,17,20,0,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.48999,0
438,18,20,0,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.86895,0
439,19,20,0,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.25603,0
440,20,20,0,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.65,0
441,0,0,1,11,4.35352,0.436289,2.35,1,3.62802,255,20,233,1,-1,5.43737,0
442,1,0,1,11,4.35352,0.436289,2.35,1,3.18198,255,20,233,1,-1,5.26711,0
443,2,0,1,11,4.35352,0.436289,2.35,1,2.73724,255,20,233,1,-1,5.13079,0
444,3,0,1,11,4.35352,0.436289,2.35,1,2.29456,255,20,233,1,-1,5.03115,0
445,4,0,1,11,4.35352,0.436289,2.35,1,1.8554,255,20,233,1,-1,4.97041,0
446,5,0,1,11,4.35352,0.436289,2.35,1,1.42302,255,20,233,1,-1,4.95,0
447,6,0,1,11,4.35352,0.436289,2.35,1,1.00623,255,20,233,1,-1,4.97041,0
448,7,0,1,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,5.03115,0
449,8,0,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,5.13079,0
450,9,0,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,5.26711,0
451,10,0,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,5.43737,0
452,11,0,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.63848,0
453,12,0,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.86728,0
454,13,0,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,6.12066,0
455,14,0,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,6.3957,0
456,15,0,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.68973,0
457,16,0,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,7.00036,0
458,17,0,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,7.32547,0
459,18,0,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.66322,0
460,19,0,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,8.01202,0
461,20,0,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,8.37048,0
462,0,1,1,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,5.03115,0
463,1,1,1,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.84665,0
464,2,1,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,4.69814,0
465,3,1,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.58912,0
466,4,1,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.52244,0
467,5,1,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.5,0
468,6,1,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,4.52244,0
469,7,1,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.58912,0
470,8,1,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.69814,0
471,9,1,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.84665,0
472,10,1,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.03115,0
473,11,1,1,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,5.24786,0
474,12,1,1,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,5.49295,0
475,13,1,1,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,5.76281,0
476,14,1,1,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,6.05413,0
477,15,1,1,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,6.36396,0
478,16,1,1,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,6.68973,0
479,17,1,1,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,7.02922,0
480,18,1,1,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,7.38055,0
481,19,1,1,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,7.74209,0
482,20,1,1,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,8.11249,0
483,0,2,1,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,4.63303,0
484,1,2,1,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.43199,0
485,2,2,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,4.26907,0
486,3,2,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.1488,0
487,4,2,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.07492,0
488,5,2,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.05,0
489,6,2,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,4.07492,0
490,7,2,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.1488,0
491,8,2,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.26907,0
492,9,2,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.43199,0
493,10,2,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.63303,0
494,11,2,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.86749,0
495,12,2,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.13079,0
496,13,2,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.41872,0
497,14,2,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.72756,0
498,15,2,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.05413,0
499,16,2,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.3957,0
500,17,2,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.75,0
501,18,2,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.11512,0
502,19,2,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.48949,0
503,20,2,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.87178,0
504,0,3,1,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.24529,0
505,1,3,1,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.02492,0
506,2,3,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.8448,0
507,3,3,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.71079,0
508,4,3,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.62802,0
509,5,3,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,3.6,0
510,6,3,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,3.62802,0
511,7,3,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,3.71079,0
512,8,3,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,3.8448,0
513,9,3,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.02492,0
514,10,3,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.24529,0
515,11,3,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.5,0
516,12,3,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.78357,0
517,13,3,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.09117,0
518,14,3,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.41872,0
519,15,3,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.76281,0
520,16,3,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.12066,0
521,17,3,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.48999,0
522,18,3,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.86895,0
523,19,3,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.25603,0
524,20,3,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.65,0
525,0,4,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.87105,0
526,1,4,1,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,3.62802,0
527,2,4,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.4271,0
528,3,4,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.27605,0
529,4,4,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.18198,0
530,5,4,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,3.15,0
531,6,4,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,3.18198,0
532,7,4,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,3.27605,0
533,8,4,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,3.4271,0
534,9,4,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.62802,0
535,10,4,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.87105,0
536,11,4,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.1488,0
537,12,4,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.45477,0
538,13,4,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.78357,0
539,14,4,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.13079,0
540,15,4,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.49295,0
541,16,4,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.86728,0
542,17,4,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.2516,0
543,18,4,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.64417,0
544,19,4,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.04361,0
545,20,4,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.44883,0
546,0,5,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.51461,0
547,1,5,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.245,0
548,2,5,1,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.01869,0
549,3,5,1,11,4.35352,0.436289,2.35,1,1.8554,255,20,233,1,-1,2.84605,0
550,4,5,1,11,4.35352,0.436289,2.35,1,1.42302,255,20,233,1,-1,2.73724,0
551,5,5,1,11,4.35352,0.436289,2.35,1,1.00623,255,20,233,1,-1,2.7,0
552,6,5,1,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,2.73724,0
553,7,5,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,2.84605,0
554,8,5,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,3.01869,0
555,9,5,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.245,0
556,10,5,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.51461,0
557,11,5,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,3.81838,0
558,12,5,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.1488,0
559,13,5,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.5,0
560,14,5,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.86749,0
561,15,5,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.24786,0
562,16,5,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.63848,0
563,17,5,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.03738,0
564,18,5,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.44302,0
565,19,5,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.8542,0
566,20,5,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.26997,0
567,0,6,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.18198,0
568,1,6,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,2.88141,0
569,2,6,1,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,2.62393,0
570,3,6,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.42332,0
571,4,6,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,2.29456,0
572,5,6,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,2.25,0
573,6,6,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,2.29456,0
574,7,6,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,2.42332,0
575,8,6,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.62393,0
576,9,6,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.88141,0
577,10,6,1,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,3.18198,0
578,11,6,1,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,3.51461,0
579,12,6,1,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,3.87105,0
580,13,6,1,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,4.24529,0
581,14,6,1,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,4.63303,0
582,15,6,1,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,5.03115,0
583,16,6,1,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,5.43737,0
584,17,6,1,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,5.85,0
585,18,6,1,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,6.26777,0
586,19,6,1,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,6.68973,0
587,20,6,1,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,7.11512,0
588,0,7,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,2.88141,0
589,1,7,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.54558,0
590,2,7,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.25,0
591,3,7,1,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.01246,0
592,4,7,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.8554,0
593,5,7,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,1.8,0
594,6,7,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.8554,0
595,7,7,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,2.01246,0
596,8,7,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.25,0
597,9,7,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.54558,0
598,10,7,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.88141,0
599,11,7,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.245,0
600,12,7,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,3.62802,0
601,13,7,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.02492,0
602,14,7,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,4.43199,0
603,15,7,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.84665,0
604,16,7,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.26711,0
605,17,7,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.6921,0
606,18,7,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.12066,0
607,19,7,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,6.5521,0
608,20,7,1,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.98588,0
609,0,8,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,2.62393,0
610,1,8,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,2.25,0
611,2,8,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.90919,0
612,3,8,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.6225,0
613,4,8,1,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.42302,0
614,5,8,1,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,1.35,0
615,6,8,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.42302,0
616,7,8,1,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,1.6225,0
617,8,8,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.90919,0
618,9,8,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.25,0
619,10,8,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.62393,0
620,11,8,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.01869,0
621,12,8,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,3.4271,0
622,13,8,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.8448,0
623,14,8,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,4.26907,0
624,15,8,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.69814,0
625,16,8,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.13079,0
626,17,8,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.56619,0
627,18,8,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.00375,0
628,19,8,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,6.44302,0
629,20,8,1,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.88368,0
630,0,9,1,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,2.42332,0
631,1,9,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,2.01246,0
632,2,9,1,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,1.6225,0
