vtkOriginalIndices,Structured Coordinates:0,Structured Coordinates:1,Structured Coordinates:2,Cell Type,EulerAngles:0,EulerAngles:1,EulerAngles:2,FeatureIds,GBEuclideanDistances,IPFColor:0,IPFColor:1,IPFColor:2,Phases,QPEuclideanDistances,TJEuclideanDistances,__vtkIsSelected__
3760,1,11,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.8,0
3761,2,11,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.35,0
3762,3,11,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0.9,0
3763,4,11,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0.45,0
3764,5,11,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0,0
3765,6,11,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,0.45,0
3766,7,11,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,0.9,0
3767,8,11,8,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,1.35,0
3768,9,11,8,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,1.8,0
3769,10,11,8,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,2.25,0
3770,11,11,8,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,2.7,0
3771,12,11,8,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,3.15,0
3772,13,11,8,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,3.6,0
3773,14,11,8,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,4.05,0
3774,15,11,8,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,4.5,0
3775,16,11,8,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,4.95,0
3776,17,11,8,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,5.4,0
3777,18,11,8,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,5.85,0
3778,19,11,8,11,5.18605,0.570747,1.84487,3,5.41872,202,255,186,1,-1,6.3,0
3779,20,11,8,11,5.18605,0.570747,1.84487,3,5.86728,202,255,186,1,-1,6.75,0
3780,0,12,8,11,4.30118,0.360767,2.70496,2,0.636396,255,148,165,1,-1,2.29456,0
3781,1,12,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.8554,0
3782,2,12,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.42302,0
3783,3,12,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.00623,0
3784,4,12,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,0.636396,0
3785,5,12,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,0.45,0
3786,6,12,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0.636396,0
3787,7,12,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.00623,0
3788,8,12,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,1.42302,0
3789,9,12,8,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,1.8554,0
3790,10,12,8,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,2.29456,0
3791,11,12,8,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,2.73724,0
3792,12,12,8,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.18198,0
3793,13,12,8,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,3.62802,0
3794,14,12,8,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.07492,0
3795,15,12,8,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,4.52244,0
3796,16,12,8,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,4.97041,0
3797,17,12,8,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,5.41872,0
3798,18,12,8,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,5.86728,0
3799,19,12,8,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.31605,0
3800,20,12,8,11,5.18605,0.570747,1.84487,3,5.85,202,255,186,1,-1,6.76498,0
3801,0,13,8,11,4.30118,0.360767,2.70496,2,1.00623,255,148,165,1,-1,2.42332,0
3802,1,13,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.01246,0
3803,2,13,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.6225,0
3804,3,13,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.27279,0
3805,4,13,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.00623,0
3806,5,13,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,0.9,0
3807,6,13,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.00623,0
3808,7,13,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.27279,0
3809,8,13,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,1.6225,0
3810,9,13,8,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,2.01246,0
3811,10,13,8,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,2.42332,0
3812,11,13,8,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,2.84605,0
3813,12,13,8,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,3.27605,0
3814,13,13,8,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,3.71079,0
3815,14,13,8,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,4.1488,0
3816,15,13,8,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,4.58912,0
3817,16,13,8,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,5.03115,0
3818,17,13,8,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,5.47449,0
3819,18,13,8,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,5.91883,0
3820,19,13,8,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,6.36396,0
3821,20,13,8,11,5.18605,0.570747,1.84487,3,5.41872,202,255,186,1,-1,6.80974,0
3822,0,14,8,11,4.30118,0.360767,2.70496,2,1.42302,255,148,165,1,-1,2.62393,0
3823,1,14,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.25,0
3824,2,14,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.90919,0
3825,3,14,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.6225,0
3826,4,14,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.42302,0
3827,5,14,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.35,0
3828,6,14,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.42302,0
3829,7,14,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.6225,0
3830,8,14,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.90919,0
3831,9,14,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.25,0
3832,10,14,8,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.62393,0
3833,11,14,8,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.01869,0
3834,12,14,8,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,3.4271,0
3835,13,14,8,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.8448,0
3836,14,14,8,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,4.26907,0
3837,15,14,8,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.69814,0
3838,16,14,8,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.13079,0
3839,17,14,8,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.56619,0
3840,18,14,8,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.00375,0
3841,19,14,8,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,6.44302,0
3842,20,14,8,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.88368,0
3843,0,15,8,11,4.30118,0.360767,2.70496,2,1.8554,255,148,165,1,-1,2.88141,0
3844,1,15,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.54558,0
3845,2,15,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.25,0
3846,3,15,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.01246,0
3847,4,15,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.8554,0
3848,5,15,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.8,0
3849,6,15,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.8554,0
3850,7,15,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,2.01246,0
3851,8,15,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.25,0
3852,9,15,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.54558,0
3853,10,15,8,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,2.88141,0
3854,11,15,8,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,3.245,0
3855,12,15,8,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,3.62802,0
3856,13,15,8,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,4.02492,0
3857,14,15,8,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,4.43199,0
3858,15,15,8,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,4.84665,0
3859,16,15,8,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,5.26711,0
3860,17,15,8,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,5.6921,0
3861,18,15,8,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,6.12066,0
3862,19,15,8,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,6.5521,0
3863,20,15,8,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,6.98588,0
3864,0,16,8,11,4.30118,0.360767,2.70496,2,2.29456,255,148,165,1,-1,3.18198,0
3865,1,16,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.88141,0
3866,2,16,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.62393,0
3867,3,16,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.42332,0
3868,4,16,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.29456,0
3869,5,16,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.25,0
3870,6,16,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.29456,0
3871,7,16,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,2.42332,0
3872,8,16,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,2.62393,0
3873,9,16,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.88141,0
3874,10,16,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.18198,0
3875,11,16,8,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,3.51461,0
3876,12,16,8,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.87105,0
3877,13,16,8,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.24529,0
3878,14,16,8,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.63303,0
3879,15,16,8,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.03115,0
3880,16,16,8,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.43737,0
3881,17,16,8,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.85,0
3882,18,16,8,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.26777,0
3883,19,16,8,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.68973,0
3884,20,16,8,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.11512,0
3885,0,17,8,11,4.30118,0.360767,2.70496,2,2.73724,255,148,165,1,-1,3.51461,0
3886,1,17,8,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.245,0
3887,2,17,8,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.01869,0
3888,3,17,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.84605,0
3889,4,17,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.73724,0
3890,5,17,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.7,0
3891,6,17,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.73724,0
3892,7,17,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,2.84605,0
3893,8,17,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.01869,0
3894,9,17,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.245,0
3895,10,17,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.51461,0
3896,11,17,8,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,3.81838,0
3897,12,17,8,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,4.1488,0
3898,13,17,8,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,4.5,0
3899,14,17,8,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,4.86749,0
3900,15,17,8,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,5.24786,0
3901,16,17,8,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,5.63848,0
3902,17,17,8,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,6.03738,0
3903,18,17,8,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,6.44302,0
3904,19,17,8,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,6.8542,0
3905,20,17,8,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,7.26997,0
3906,0,18,8,11,4.30118,0.360767,2.70496,2,3.18198,255,148,165,1,-1,3.87105,0
3907,1,18,8,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.62802,0
3908,2,18,8,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.4271,0
3909,3,18,8,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.27605,0
3910,4,18,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,3.18198,0
3911,5,18,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,3.15,0
3912,6,18,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,3.18198,0
3913,7,18,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,3.27605,0
3914,8,18,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.4271,0
3915,9,18,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.62802,0
3916,10,18,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.87105,0
3917,11,18,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.1488,0
3918,12,18,8,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.45477,0
3919,13,18,8,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.78357,0
3920,14,18,8,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.13079,0
3921,15,18,8,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.49295,0
3922,16,18,8,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.86728,0
3923,17,18,8,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.2516,0
3924,18,18,8,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.64417,0
3925,19,18,8,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.04361,0
3926,20,18,8,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.44883,0
3927,0,19,8,11,4.30118,0.360767,2.70496,2,4.05,255,148,165,1,-1,4.24529,0
3928,1,19,8,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,4.02492,0
3929,2,19,8,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.8448,0
3930,3,19,8,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.71079,0
3931,4,19,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,3.62802,0
3932,5,19,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,3.6,0
3933,6,19,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,3.62802,0
3934,7,19,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,3.71079,0
3935,8,19,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.8448,0
3936,9,19,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,4.02492,0
3937,10,19,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.24529,0
3938,11,19,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.5,0
3939,12,19,8,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.78357,0
3940,13,19,8,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.09117,0
3941,14,19,8,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.41872,0
3942,15,19,8,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.76281,0
3943,16,19,8,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.12066,0
3944,17,19,8,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.48999,0
3945,18,19,8,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.86895,0
3946,19,19,8,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.25603,0
3947,20,19,8,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.65,0
3948,0,20,8,11,4.30118,0.360767,2.70496,2,4.05,255,148,165,1,-1,4.63303,0
3949,1,20,8,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,4.43199,0
3950,2,20,8,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,4.26907,0
3951,3,20,8,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,4.1488,0
3952,4,20,8,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,4.07492,0
3953,5,20,8,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,4.05,0
3954,6,20,8,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,4.07492,0
3955,7,20,8,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,4.1488,0
3956,8,20,8,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,4.26907,0
3957,9,20,8,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,4.43199,0
3958,10,20,8,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.63303,0
3959,11,20,8,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.86749,0
3960,12,20,8,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.13079,0
3961,13,20,8,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.41872,0
3962,14,20,8,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.72756,0
3963,15,20,8,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.05413,0
3964,16,20,8,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.3957,0
3965,17,20,8,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.75,0
3966,18,20,8,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.11512,0
3967,19,20,8,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.48949,0
3968,20,20,8,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.87178,0
3969,0,0,9,11,4.35352,0.436289,2.35,1,4.05,255,20,233,1,-1,5.03115,0
3970,1,0,9,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,4.84665,0
3971,2,0,9,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.69814,0
3972,3,0,9,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,4.58912,0
3973,4,0,9,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.52244,0
3974,5,0,9,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.5,0
3975,6,0,9,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.52244,0
3976,7,0,9,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,4.58912,0
3977,8,0,9,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.69814,0
3978,9,0,9,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.84665,0
3979,10,0,9,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,5.03115,0
3980,11,0,9,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.24786,0
3981,12,0,9,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.49295,0
3982,13,0,9,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.76281,0
3983,14,0,9,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,6.05413,0
3984,15,0,9,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.36396,0
3985,16,0,9,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.68973,0
3986,17,0,9,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,7.02922,0
3987,18,0,9,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.38055,0
3988,19,0,9,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.74209,0
3989,20,0,9,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,8.11249,0
3990,0,1,9,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,4.63303,0
3991,1,1,9,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,4.43199,0
3992,2,1,9,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.26907,0
3993,3,1,9,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,4.1488,0
3994,4,1,9,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.07492,0
3995,5,1,9,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.05,0
3996,6,1,9,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.07492,0
3997,7,1,9,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,4.1488,0
3998,8,1,9,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.26907,0
3999,9,1,9,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.43199,0
4000,10,1,9,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.63303,0
4001,11,1,9,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.86749,0
4002,12,1,9,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.13079,0
4003,13,1,9,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.41872,0
4004,14,1,9,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.72756,0
4005,15,1,9,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.05413,0
4006,16,1,9,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.3957,0
4007,17,1,9,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.75,0
4008,18,1,9,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.11512,0
4009,19,1,9,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.48949,0
4010,20,1,9,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.87178,0
4011,0,2,9,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.24529,0
4012,1,2,9,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.02492,0
4013,2,2,9,11,4.35352,0.436289,2.35,1,2.73724,255,20,233,1,-1,3.8448,0
4014,3,2,9,11,4.35352,0.436289,2.35,1,2.29456,255,20,233,1,-1,3.71079,0
4015,4,2,9,11,4.35352,0.436289,2.35,1,1.8554,255,20,233,1,-1,3.62802,0
4016,5,2,9,11,4.35352,0.436289,2.35,1,1.42302,255,20,233,1,-1,3.6,0
4017,6,2,9,11,4.35352,0.436289,2.35,1,1.00623,255,20,233,1,-1,3.62802,0
4018,7,2,9,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,3.71079,0
4019,8,2,9,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,3.8448,0
4020,9,2,9,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.02492,0
4021,10,2,9,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.24529,0
4022,11,2,9,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.5,0
4023,12,2,9,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.78357,0
4024,13,2,9,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.09117,0
4025,14,2,9,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.41872,0
4026,15,2,9,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.76281,0
4027,16,2,9,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.12066,0
4028,17,2,9,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.48999,0
4029,18,2,9,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.86895,0
4030,19,2,9,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.25603,0
4031,20,2,9,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.65,0
4032,0,3,9,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.87105,0
4033,1,3,9,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.62802,0
4034,2,3,9,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.4271,0
4035,3,3,9,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.27605,0
4036,4,3,9,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.18198,0
4037,5,3,9,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,3.15,0
